date,real_return
1947-02-01,-0.017006845513413693
1947-03-01,-0.03348772727272731
1947-04-01,-0.047699999999999965
1947-05-01,-0.007143507972665053
1947-06-01,0.047098505434782556
1947-07-01,0.03457165991902844
1947-08-01,-0.024559508928571394
1947-09-01,-0.023971978984238307
1947-10-01,0.022167263203841214
1947-11-01,-0.025679228100606966
1947-12-01,0.015487142246902952
1948-01-01,-0.04956190878378375
1948-02-01,-0.042695732995352786
1948-03-01,0.08982723404255344
1948-04-01,0.023364819479429144
1948-05-01,0.06550104123281963
1948-06-01,-0.005995942028985457
1948-07-01,-0.05973360655737703
1948-08-01,0.002067949242734457
1948-09-01,-0.02671120689655171
1948-10-01,0.06218017276840815
1948-11-01,-0.0873687913907285
1948-12-01,0.03772474012474003
1949-01-01,0.004971470220741514
1949-02-01,-0.024336428272689226
1949-03-01,0.04150000000000009
1949-04-01,-0.018210618729097017
1949-05-01,-0.028393810121288166
1949-06-01,0.0015811036789297184
1949-07-01,0.06610531645569617
1949-08-01,0.026799999999999935
1949-09-01,0.029627789473684274
1949-10-01,0.0357889733840302
1949-11-01,0.017610253164557
1949-12-01,0.05631130876747137
1950-01-01,0.022229646958740856
1950-02-01,0.011398009318085656
1950-03-01,0.01231370558375633
1950-04-01,0.03986012684989437
1950-05-01,0.03892848127892279
1950-06-01,-0.06293643216080391
1950-07-01,0.0066903199002905644
1950-08-01,0.04396165289256215
1950-09-01,0.043165160230073774
1950-10-01,-0.0072260408163264955
1950-11-01,0.024319105691056775
1950-12-01,0.040723779023218665
1951-01-01,0.04162072498029956
1951-02-01,-0.002682926829268406
1951-03-01,-0.022392387944358605
1951-04-01,0.04827978395061727
1951-05-01,-0.02503301269719116
1951-06-01,-0.022844157346702754
1951-07-01,0.07162655345426461
1951-08-01,0.04621894818252126
1951-09-01,0.0016155205532077943
1951-10-01,-0.02855164373088681
1951-11-01,0.0007790273556229632
1951-12-01,0.028637703060067965
1952-01-01,0.016768241965973596
1952-02-01,-0.023723589549413115
1952-03-01,0.046292345585449146
1952-04-01,-0.051017195767195656
1952-05-01,0.03290963354741239
1952-06-01,0.037548171880889436
1952-07-01,0.00491821589205399
1952-08-01,-0.0065723491944550405
1952-09-01,-0.016589260232820147
1952-10-01,-0.007436343199700324
1952-11-01,0.06059999999999999
1952-12-01,0.03012807937102191
1953-01-01,0.0008228978978979118
1953-02-01,0.0005779616397141307
1953-03-01,-0.014083139316560134
1953-04-01,-0.02888801049082057
1953-05-01,0.006422921348314681
1953-06-01,-0.019670153156518544
1953-07-01,0.024734415826801248
1953-08-01,-0.04603653631284932
1953-09-01,0.0022069542580884782
1953-10-01,0.044968348794063084
1953-11-01,0.03303314711359384
1953-12-01,0.0007545589877189229
1954-01-01,0.04966547884187089
1954-02-01,0.015515227862171299
1954-03-01,0.03971132565911617
1954-04-01,0.046319731943410325
1954-05-01,0.028818789454140514
1954-06-01,0.011024573125464121
1954-07-01,0.053628816083395536
1954-08-01,-0.022636126629422826
1954-09-01,0.06648881014546815
1954-10-01,-0.012685628742514998
1954-11-01,0.0922473487677371
1954-12-01,0.056094359357489854
1955-01-01,0.006799999999999917
1955-02-01,0.029177740492170035
1955-03-01,0.0006192609182531505
1955-04-01,0.03210000000000002
1955-05-01,0.011555173701905064
1955-06-01,0.06889573193560472
1955-07-01,0.01799435724962639
1955-08-01,0.005302694610778591
1955-09-01,-0.006931545623836244
1955-10-01,-0.023809284116331098
1955-11-01,0.06970691964285725
1955-12-01,0.01707837737253426
1956-01-01,-0.026651024972046078
1956-02-01,0.038538756515264394
1956-03-01,0.06670859055410916
1956-04-01,0.0032076865948755806
1956-05-01,-0.05341498335183137
1956-06-01,0.03211790055248631
1956-07-01,0.04521033345547831
1956-08-01,-0.030910216038081195
1956-09-01,-0.05098998171846436
1956-10-01,0.0018391494002181208
1956-11-01,0.00550000000000006
1956-12-01,0.02950922909880571
1957-01-01,-0.03439790386700403
1957-02-01,-0.022890683453237304
1957-03-01,0.02139554917444375
1957-04-01,0.04248070175438601
1957-05-01,0.034607000000000054
1957-06-01,-0.008993240839558991
1957-07-01,0.006734870521461378
1957-08-01,-0.05172747524752486
1957-09-01,-0.058631497175141156
1957-10-01,-0.0403
1957-11-01,0.02265005279831045
1957-12-01,-0.03863034773445728
1958-01-01,0.043071613128491615
1958-02-01,-0.01616111498257844
1958-03-01,0.027513682022861197
1958-04-01,0.02920452660677264
1958-05-01,0.02429999999999999
1958-06-01,0.03066841923209984
1958-07-01,0.045323156801661435
1958-08-01,0.01763876986869395
1958-09-01,0.049588031822898726
1958-10-01,0.027099999999999902
1958-11-01,0.02977519861830724
1958-12-01,0.05307248878149817
1959-01-01,0.007808479834539694
1959-02-01,0.011748758620689692
1959-03-01,0.006040731791508325
1959-04-01,0.03824161490683231
1959-05-01,0.01739359504132243
1959-06-01,-0.0023049124012366473
1959-07-01,0.03288072041166368
1959-08-01,-0.012915867032213924
1959-09-01,-0.04728547008547024
1959-10-01,0.012339011925042609
1959-11-01,0.01859999999999995
1959-12-01,0.025902754165249897
1960-01-01,-0.06522863466121886
1960-02-01,0.013120197211832663
1960-03-01,-0.012800000000000034
1960-04-01,-0.019533920108327663
1960-05-01,0.03285106526885362
1960-06-01,0.0218177642688282
1960-07-01,-0.020415025380710716
1960-08-01,0.029609422492401283
1960-09-01,-0.05840000000000001
1960-10-01,-0.009582823529411755
1960-11-01,0.04714405641370045
1960-12-01,0.04784441462596445
1961-01-01,0.06283039544235924
1961-02-01,0.03709999999999991
1961-03-01,0.030899999999999928
